MovieID,Title,Genre,ReleaseYear,ReleaseDate,Country, BudgetUSD , US_BoxOfficeUSD , Global_BoxOfficeUSD , Opening_Day_SalesUSD , One_Week_SalesUSD ,IMDbRating,RottenTomatoesScore,NumVotesIMDb,NumVotesRT,Director,LeadActor, Profit ,Profit%,Hit_Flop,Rating_Category
831,Plant discuss theory believe,Drama,1961,13-02-1961,USA," $33,84,037.07 "," $23,83,066.82 "," $43,61,420.97 "," $4,45,245.07 "," $13,86,345.62 ",5.7,59,24591,243,Amanda Montgomery,Sherry Turner," $9,77,383.90 ",28.88%,flop,Average
832,Worry marriage number,Drama,2009,20-03-2009,USA," $2,94,036.77 "," $6,50,270.91 "," $12,18,548.79 "," $99,683.64 "," $3,25,658.45 ",8.2,61,2706,654,Brenda Smith,Becky Dean," $9,24,512.02 ",314.42%,Hit,Excellent Performance
833,Let mouth,Action,2007,24-01-2007,USA," $14,82,482.30 "," $9,29,305.15 "," $14,82,482.30 "," $1,19,660.45 "," $5,54,273.52 ",8.1,76,3256,1396,Vanessa Fox,Lynn Pierce, $-   ,0.00%,Break_even,Excellent Performance
834,Century mouth,Drama,2013,04-03-2013,Canada," $10,62,186.40 "," $24,91,821.41 "," $52,16,566.58 "," $6,45,768.09 "," $12,67,316.87 ",5,54,1360,50,Megan Sharp,Brandi Moon," $41,54,380.18 ",391.12%,Hit,Average
835,White class reduce,Comedy,2016,08-12-2016,USA," $6,67,17,338.38 "," $6,76,91,539.62 "," $13,58,36,955.70 "," $1,98,62,774.39 "," $2,80,39,414.62 ",7.1,88,18631,1019,Ashley Medina,Diane Jacobs," $6,91,19,617.32 ",103.60%,Hit,Good Performance
836,Another face,Comedy,1970,01-11-1970,France," $1,19,887.34 "," $3,09,022.59 "," $5,89,249.44 "," $85,625.35 "," $1,71,240.94 ",5.2,61,760,194,Vanessa Fox,Melissa Mcgee," $4,69,362.10 ",391.50%,Hit,Average
837,See rise,Comedy,1988,07-06-1988,Canada," $30,86,745.67 "," $67,95,004.04 "," $1,35,25,829.30 "," $7,35,697.77 "," $27,29,551.31 ",7.7,72,4827,284,Terry Lawrence,Nicholas Richards," $1,04,39,083.63 ",338.19%,Hit,Good Performance
838,Own,Action,2007,08-02-2007,USA," $2,60,801.64 "," $6,65,423.50 "," $11,20,452.85 "," $77,835.49 "," $3,14,005.01 ",7.9,58,1574,17083,Brian Robinson,Robert Garcia," $8,59,651.21 ",329.62%,Hit,Good Performance
839,Expert theory step,Action,1999,19-09-1999,USA," $19,53,285.44 "," $54,72,511.00 "," $97,22,178.49 "," $15,66,419.06 "," $29,42,106.44 ",7.3,64,1648,636,Charlotte Williams,Alexandra Benitez," $77,68,893.05 ",397.73%,Hit,Good Performance
840,Itself grow return police,Drama,1977,01-07-1977,USA," $33,73,569.54 "," $50,33,390.47 "," $87,99,614.88 "," $11,86,935.93 "," $30,03,570.95 ",8.1,68,1526,6381,Nathan Bolton,Ashley Pena," $54,26,045.34 ",160.84%,Hit,Excellent Performance
841,Stay reveal,Drama,2002,11-04-2002,USA," $37,26,113.45 "," $38,27,086.46 "," $61,71,509.81 "," $10,74,060.24 "," $20,18,073.32 ",3.3,25,985,244,Jessica Gonzalez,Lorraine White DDS," $24,45,396.36 ",65.63%,flop,Average
842,Something history,Comedy,1997,05-03-1997,USA," $1,56,62,139.42 "," $1,87,86,953.20 "," $2,81,85,527.82 "," $30,42,474.37 "," $83,90,903.20 ",5.6,62,8181,202,Kayla Young,Catherine Willis," $1,25,23,388.40 ",79.96%,flop,Average
843,Ever treat,Documentary,1969,20-09-1969,USA," $3,06,53,730.72 "," $5,34,92,542.60 "," $12,90,39,951.20 "," $1,29,34,815.33 "," $2,52,77,782.31 ",5.3,42,1247,591,Jeremy Ray,Derek Jones," $9,83,86,220.48 ",320.96%,Hit,Average
844,Play establish,Drama,1974,25-04-1974,USA," $9,11,390.68 "," $15,85,990.02 "," $38,04,203.53 "," $1,91,566.34 "," $7,10,875.32 ",5.3,51,1451,50,Judy Walker,Jason Ramos," $28,92,812.85 ",317.41%,Hit,Average
845,Control sell fast,Drama,1977,23-07-1977,USA," $10,20,063.70 "," $4,94,691.17 "," $10,20,063.70 "," $86,156.54 "," $2,20,642.23 ",6.7,72,14924,253,Alyssa Adams,Casey Lloyd, $-   ,0.00%,Break_even,Good Performance
846,Positive once,Drama,2012,08-10-2012,Japan," $10,10,063.24 "," $6,40,306.94 "," $14,12,759.45 "," $73,614.66 "," $2,67,123.32 ",4.8,51,14013,130,Chad Koch,Daryl Douglas," $4,02,696.21 ",39.87%,flop,Average
847,According parent,Drama,1998,28-02-1998,France," $15,64,303.64 "," $35,51,023.65 "," $69,72,689.18 "," $4,34,556.26 "," $17,82,668.86 ",5,35,2651,237,Tara Underwood,Tricia Thomas," $54,08,385.54 ",345.74%,Hit,Average
848,Challenge important,Comedy,2020,14-12-2020,UK," $1,37,685.80 "," $90,152.43 "," $1,79,395.27 "," $23,626.10 "," $52,974.73 ",6.6,67,40831,707,Jason Jones,Meghan Mcintosh," $41,709.47 ",30.29%,flop,Good Performance
849,Air wrong,Drama,1982,03-04-1982,USA," $41,51,248.26 "," $1,18,43,689.48 "," $1,73,29,807.53 "," $23,29,138.06 "," $51,81,263.01 ",8,66,3507,914,Troy Cochran,Jonathan Lee," $1,31,78,559.27 ",317.46%,Hit,Excellent Performance
850,Model live,Drama,1965,20-11-1965,USA," $18,77,554.68 "," $50,13,160.51 "," $80,53,564.80 "," $7,27,651.26 "," $25,19,130.52 ",7.2,47,1242,75,Karen Smith,Greg Ball," $61,76,010.12 ",328.94%,Hit,Good Performance
851,Performance else data conference,Horror,1978,28-06-1978,USA," $5,51,514.12 "," $11,77,241.54 "," $27,43,888.62 "," $2,01,102.63 "," $4,76,344.37 ",7.7,77,479,10188,Kristina Moore,Trevor Lee," $21,92,374.50 ",397.52%,Hit,Good Performance
852,Design teacher administration,Thriller,1997,15-09-1997,USA," $36,61,457.83 "," $53,57,486.35 "," $1,04,25,053.91 "," $12,41,051.64 "," $25,04,044.71 ",4.1,50,4136,374,Eric Ramirez,Terry Martinez," $67,63,596.08 ",184.72%,Hit,Average
853,Run foreign,Romance,2020,10-08-2020,USA," $49,45,853.76 "," $84,47,452.40 "," $1,59,34,098.63 "," $19,79,268.24 "," $45,62,201.16 ",6.8,75,442,50,Jeremy Ray,Amber Willis," $1,09,88,244.87 ",222.17%,Hit,Good Performance
854,Smile deal investment pay,Documentary,1988,03-02-1988,USA," $45,25,858.41 "," $72,80,642.94 "," $1,14,39,726.09 "," $9,36,849.49 "," $34,10,542.66 ",6.4,56,503,331,Jennifer Miller,Ashley Reeves," $69,13,867.68 ",152.76%,Hit,Good Performance
855,Center identify,Drama,1989,25-07-1989,India," $1,86,986.66 "," $5,41,717.25 "," $7,85,972.52 "," $1,12,196.93 "," $2,64,467.12 ",7,63,2600,4080,Jacqueline Briggs,Greg Ball," $5,98,985.86 ",320.34%,Hit,Good Performance
856,Research join,Sci-Fi,2018,26-03-2018,USA," $21,25,292.54 "," $24,94,832.67 "," $50,28,518.98 "," $3,33,247.92 "," $10,36,084.99 ",7.2,75,14123,4317,Hannah Camacho,Kristina Krause," $29,03,226.44 ",136.60%,Hit,Good Performance
857,Country picture,Comedy,1996,01-05-1996,France," $21,39,965.86 "," $52,54,727.46 "," $77,95,168.93 "," $13,92,878.09 "," $31,31,336.60 ",5.9,47,1211,2804,Karen Smith,Joshua Walker," $56,55,203.07 ",264.27%,Hit,Average
858,Help base,Horror,2003,16-10-2003,USA," $1,89,78,593.16 "," $2,76,77,717.59 "," $3,97,21,883.15 "," $71,78,917.77 "," $1,26,18,624.75 ",3.2,26,263,4532,Adam Brown,Thomas Sims," $2,07,43,289.99 ",109.30%,Hit,Average
859,Current successful,Romance,2017,03-02-2017,USA," $5,49,751.51 "," $7,38,987.09 "," $13,15,936.55 "," $1,54,075.86 "," $3,31,812.13 ",5.5,52,427,2298,Hannah Camacho,Melissa Lopez," $7,66,185.04 ",139.37%,Hit,Average
860,Prepare yet take,Action,1992,26-08-1992,USA," $67,64,658.29 "," $33,06,409.27 "," $67,64,658.29 "," $7,14,510.04 "," $15,99,152.75 ",5.5,38,876,13876,Barbara Torres,Andrea Bowers, $-   ,0.00%,Break_even,Average
861,Take operation,Drama,2005,05-09-2005,China," $2,17,28,195.37 "," $4,29,24,092.15 "," $7,50,84,607.79 "," $96,99,936.09 "," $1,81,51,060.21 ",6.5,70,12291,2055,Francisco Ford,Timothy James," $5,33,56,412.42 ",245.56%,Hit,Good Performance
862,Second,Comedy,1989,17-10-1989,USA," $2,98,50,674.85 "," $4,21,78,209.06 "," $6,74,07,473.21 "," $74,98,666.81 "," $1,93,88,651.66 ",6.4,79,4690,50,Terry Lawrence,Kelly Horn," $3,75,56,798.36 ",125.82%,Hit,Good Performance
863,Court discuss almost,Horror,2008,23-09-2008,USA," $1,04,57,663.99 "," $64,97,474.19 "," $1,11,72,809.03 "," $16,99,849.78 "," $34,94,659.68 ",5.8,50,919,439,Suzanne Gonzalez,Douglas Bullock," $7,15,145.04 ",6.84%,flop,Average
864,Weight budget,Documentary,1977,29-10-1977,Canada," $6,34,772.45 "," $3,33,760.48 "," $6,34,772.45 "," $93,118.23 "," $1,72,912.26 ",5,65,1555,1434,Kristina Moore,Holly Jones, $-   ,0.00%,Break_even,Average
865,Teacher those,Thriller,2015,22-07-2015,USA," $17,77,904.83 "," $46,42,089.69 "," $82,80,213.85 "," $12,38,052.21 "," $23,33,505.91 ",5.4,61,8075,709,Michael Ross,Nicholas Williamson," $65,02,309.02 ",365.73%,Hit,Average
866,Candidate attorney level sure,Romance,1999,24-03-1999,USA," $10,55,76,736.60 "," $9,63,51,330.75 "," $19,88,52,255.90 "," $1,33,72,474.76 "," $5,47,82,962.99 ",7.2,80,368,10690,David Perez,Jeffrey Sharp," $9,32,75,519.30 ",88.35%,flop,Good Performance
867,Bed land there,Drama,1959,23-04-1959,USA," $65,74,739.92 "," $39,87,871.82 "," $65,74,739.92 "," $5,32,454.19 "," $15,97,818.54 ",5.1,36,9748,859,James Wright,Mark Jones, $-   ,0.00%,Break_even,Average
868,Sit receive,Comedy,1998,11-10-1998,USA," $5,33,12,831.10 "," $5,12,68,117.55 "," $9,65,96,489.19 "," $78,26,596.83 "," $3,00,88,855.47 ",5.6,69,3015,262,Maria Lane,Brian Gentry," $4,32,83,658.09 ",81.19%,flop,Average
869,Computer concern,Thriller,2024,06-02-2024,USA," $12,91,428.69 "," $7,36,037.69 "," $12,91,428.69 "," $1,17,112.30 "," $4,41,100.79 ",4.3,36,3627,50,Karen Robinson,Peter Sanders, $-   ,0.00%,Break_even,Average
870,Note six though,Drama,1999,29-08-1999,USA," $14,95,451.21 "," $12,33,932.33 "," $17,98,780.39 "," $2,34,016.76 "," $5,08,599.40 ",5.8,61,913,424,Amanda Cantrell,Mark Morris," $3,03,329.18 ",20.28%,flop,Average
871,Option budget themselves professional,Drama,1981,11-07-1981,USA," $2,17,547.09 "," $4,16,623.69 "," $6,18,111.55 "," $95,591.42 "," $2,42,106.55 ",5.8,59,8480,240,Joshua Baker,Sandra Farmer," $4,00,564.46 ",184.13%,Hit,Average
872,Shake,Documentary,1969,30-05-1969,Canada," $22,37,390.18 "," $42,74,505.36 "," $68,47,983.36 "," $5,81,478.31 "," $19,09,767.22 ",10,92,16483,3385,Karen Barrett,Cindy Barnes," $46,10,593.18 ",206.07%,Hit,Excellent Performance
873,Major follow series,Comedy,2025,17-10-2025,USA," $1,15,43,452.22 "," $78,05,581.10 "," $1,15,43,452.22 "," $22,40,785.12 "," $37,20,677.84 ",5.3,63,774,1183,James Miller,Kristina Krause, $-   ,0.00%,Break_even,Average
874,Officer child phone,Thriller,1974,11-10-1974,USA," $1,95,992.01 "," $94,113.24 "," $1,95,992.01 "," $25,487.82 "," $51,151.98 ",6.2,65,6358,50,Brooke Morales,Sharon Riley, $-   ,0.00%,Break_even,Good Performance
875,Throw over,Drama,1976,28-06-1976,USA," $49,18,415.93 "," $1,58,06,748.75 "," $2,36,60,489.07 "," $29,24,038.08 "," $65,98,630.18 ",6.1,56,8436,1253,Tracy Tucker,Kathryn Stevenson," $1,87,42,073.14 ",381.06%,Hit,Good Performance
876,Various clearly,Action,1987,19-01-1987,UK," $1,09,19,791.86 "," $3,18,45,051.13 "," $5,11,59,107.22 "," $66,94,962.64 "," $1,79,36,792.46 ",7.3,80,5018,69,Barbara Torres,Adam Williams," $4,02,39,315.36 ",368.50%,Hit,Good Performance
877,Bar kind right,Drama,1992,20-11-1992,USA," $4,36,063.61 "," $6,80,361.82 "," $13,41,344.22 "," $1,16,384.62 "," $3,23,693.42 ",7.4,49,6176,50,Michael Ross,Patricia Keller," $9,05,280.61 ",207.60%,Hit,Good Performance
878,Production thank,Horror,1964,05-07-1964,France," $15,10,60,204.60 "," $15,56,95,387.40 "," $36,84,84,285.70 "," $2,75,65,681.16 "," $7,71,33,292.60 ",6.5,58,263,50,David Hall,Jessica Scott," $21,74,24,081.10 ",143.93%,Hit,Good Performance
879,Sign other,Documentary,1999,26-11-1999,USA," $12,40,826.94 "," $30,00,200.42 "," $55,39,914.21 "," $8,81,478.41 "," $16,78,880.60 ",3.7,45,6440,966,Troy Cochran,Jennifer Hall," $42,99,087.27 ",346.47%,Hit,Average
880,Join song,Action,1988,12-03-1988,USA," $1,13,37,277.58 "," $1,78,85,693.00 "," $3,56,70,419.57 "," $32,34,864.70 "," $91,34,654.35 ",5,58,1547,549,Oscar Santos,Cameron Pineda," $2,43,33,141.99 ",214.63%,Hit,Average
881,Fish feel,Drama,2017,08-08-2017,USA," $3,63,169.81 "," $1,83,631.17 "," $4,41,573.09 "," $31,139.95 "," $88,783.34 ",6.4,59,10235,50,Jacqueline Briggs,Jamie Cunningham," $78,403.28 ",21.59%,flop,Good Performance
882,Page institution someone,Documentary,1975,22-08-1975,USA," $24,35,713.02 "," $21,50,332.57 "," $33,41,520.58 "," $4,22,198.70 "," $9,73,096.35 ",8.2,85,905,50,Roberto Underwood,Christina Jones," $9,05,807.56 ",37.19%,flop,Excellent Performance
883,Prevent truth,Romance,2013,14-05-2013,Australia," $8,65,669.69 "," $3,67,473.08 "," $8,65,669.69 "," $78,305.95 "," $1,77,772.50 ",3.9,39,215,3598,Gary Simmons,Diane Jacobs, $-   ,0.00%,Break_even,Average
884,Throw,Action,2008,20-11-2008,USA," $3,57,243.95 "," $3,73,815.47 "," $9,05,449.32 "," $92,412.47 "," $1,54,793.12 ",8,100,4380,720,Suzanne Gonzalez,Eric Cooper," $5,48,205.37 ",153.45%,Hit,Excellent Performance
885,First day exactly,Horror,1960,31-01-1960,USA," $5,35,477.89 "," $3,05,774.69 "," $5,35,477.89 "," $75,258.90 "," $1,28,324.49 ",5.7,44,12166,769,Thomas Peterson,Alison Clark, $-   ,0.00%,Break_even,Average
886,Time level,Drama,2011,08-03-2011,USA," $32,78,302.11 "," $57,12,049.28 "," $95,73,763.96 "," $13,47,450.09 "," $24,81,804.48 ",8.2,77,3422,1535,Dr. Jonathan Long,Morgan King," $62,95,461.85 ",192.03%,Hit,Excellent Performance
887,Conference region,Drama,2001,31-05-2001,USA," $2,54,82,007.85 "," $3,70,52,516.37 "," $8,12,46,941.83 "," $63,56,866.83 "," $1,76,32,831.53 ",8,78,664,689,Benjamin Ray,Casey Collins," $5,57,64,933.98 ",218.84%,Hit,Excellent Performance
888,Go summer,Thriller,2008,04-10-2008,USA," $2,48,49,327.67 "," $3,62,04,692.64 "," $8,24,48,937.95 "," $1,00,74,016.12 "," $2,04,93,632.52 ",4.9,43,833,568,Sophia Gomez,Christopher Green," $5,75,99,610.28 ",231.80%,Hit,Average
889,Final thank key,Comedy,1977,27-05-1977,USA," $85,27,234.53 "," $1,39,08,051.29 "," $2,97,10,796.09 "," $30,65,642.72 "," $69,22,978.31 ",6.3,57,1178,651,Susan Farley,Russell Martin," $2,11,83,561.56 ",248.42%,Hit,Good Performance
890,Window difference maybe,Sci-Fi,2015,07-04-2015,USA," $4,87,796.70 "," $4,59,061.52 "," $9,83,029.83 "," $89,249.98 "," $2,21,146.30 ",6.8,77,172,456,Roberto Underwood,Trevor Lee," $4,95,233.13 ",101.52%,Hit,Good Performance
891,Increase probably blue,Comedy,2013,15-10-2013,USA," $30,00,00,000.00 "," $20,82,85,840.90 "," $41,43,83,360.90 "," $4,77,36,294.49 "," $8,66,73,643.12 ",8,81,342,2023,Terry Lawrence,Christopher Tucker," $11,43,83,360.90 ",38.13%,flop,Excellent Performance
892,Lot operation,Romance,2002,19-02-2002,USA," $3,62,542.85 "," $6,38,354.88 "," $10,85,163.55 "," $67,807.94 "," $2,78,208.22 ",8.2,95,831,332,Rachel Hayes,Ronald Herrera," $7,22,620.70 ",199.32%,Hit,Excellent Performance
893,Walk,Action,2015,31-12-2015,USA," $1,20,91,628.48 "," $2,08,58,316.85 "," $4,33,16,301.87 "," $51,62,442.52 "," $1,02,12,421.74 ",7.2,67,230,537,Tyler Sanchez,Brandon Mcguire," $3,12,24,673.39 ",258.23%,Hit,Good Performance
894,Such employee,Action,1952,04-11-1952,China," $29,83,320.36 "," $19,30,817.83 "," $30,00,872.41 "," $3,61,347.41 "," $11,32,935.66 ",9.4,96,1375,473,John Jones,Brittany James," $17,552.05 ",0.59%,flop,Excellent Performance
895,Common see,Comedy,1954,26-06-1954,USA," $4,68,684.71 "," $2,37,130.45 "," $4,68,684.71 "," $70,115.50 "," $1,19,484.81 ",9.4,100,16315,1293,Joshua Baker,Terry Martinez, $-   ,0.00%,Break_even,Excellent Performance
896,Official possible,Drama,2024,11-04-2024,USA," $2,85,705.83 "," $3,58,110.24 "," $5,41,388.85 "," $73,507.34 "," $2,04,111.10 ",7.9,99,5834,3362,Michael Manning,Sierra Brooks," $2,55,683.02 ",89.49%,flop,Good Performance
897,They music,Comedy,2011,29-11-2011,UK," $2,28,67,580.91 "," $1,24,69,277.07 "," $2,76,52,060.03 "," $17,09,995.58 "," $66,50,998.49 ",8.2,81,626,996,Brenda Smith,Robert Reynolds," $47,84,479.12 ",20.92%,flop,Excellent Performance
898,Hotel possible,Thriller,1990,19-12-1990,UK," $8,27,148.36 "," $16,44,546.81 "," $39,55,446.90 "," $4,38,525.64 "," $6,64,069.12 ",5.4,40,8241,631,David Perez,Kristy Faulkner," $31,28,298.54 ",378.20%,Hit,Average
899,Action,Action,2014,18-04-2014,USA," $37,88,455.58 "," $33,31,486.68 "," $49,48,206.90 "," $9,20,762.38 "," $16,04,411.54 ",8.6,94,203,122,David Charles,Krystal Cross," $11,59,751.32 ",30.61%,flop,Excellent Performance
900,Company,Horror,2025,22-02-2025,Canada," $37,16,194.82 "," $18,71,908.02 "," $40,19,069.64 "," $3,09,399.84 "," $9,60,986.30 ",4.4,46,708,50,Carolyn Schwartz,Kimberly Smith," $3,02,874.82 ",8.15%,flop,Average
901,Fire defense painting,Comedy,1971,15-12-1971,USA," $11,33,397.13 "," $30,76,621.08 "," $53,90,423.47 "," $7,61,267.33 "," $16,26,333.62 ",4.1,43,1097,216,Mr. Drew Clark Jr.,Mckenzie Perez," $42,57,026.34 ",375.60%,Hit,Average
902,Network head,Drama,2003,02-05-2003,UK," $6,66,004.78 "," $6,10,127.38 "," $9,34,245.12 "," $1,11,037.98 "," $2,68,942.80 ",7,78,2799,844,Maria Lane,Carolyn Calhoun," $2,68,240.34 ",40.28%,flop,Good Performance
903,Break his white,Documentary,1978,15-04-1978,USA," $37,43,070.25 "," $37,29,175.47 "," $79,80,786.01 "," $4,45,608.43 "," $16,47,369.69 ",7.6,69,339,314,James Miller,Catherine Rogers," $42,37,715.76 ",113.21%,Hit,Good Performance
904,Real personal sign arm,Thriller,1962,10-10-1962,USA," $87,72,604.13 "," $85,75,619.52 "," $1,26,72,343.20 "," $8,61,402.56 "," $35,73,210.36 ",7.6,78,14955,14931,Paul Rogers,Ashley Gilmore," $38,99,739.07 ",44.45%,flop,Good Performance
905,Door network,Action,2025,13-05-2025,USA," $36,96,868.79 "," $38,76,370.85 "," $60,06,141.48 "," $8,97,670.59 "," $22,85,488.67 ",6.9,68,201,13024,Sophia Gomez,Sandra Spears," $23,09,272.69 ",62.47%,flop,Good Performance
906,Subject environment,Drama,1992,16-06-1992,UK," $56,32,605.63 "," $28,30,694.42 "," $56,32,605.63 "," $3,96,262.10 "," $12,96,171.00 ",5.9,75,48331,12316,Carolyn Schwartz,Mary Wolfe, $-   ,0.00%,Break_even,Average
907,Country,Comedy,2004,20-06-2004,USA," $1,37,51,913.24 "," $2,01,14,798.90 "," $4,86,84,998.79 "," $44,49,503.98 "," $1,15,94,736.99 ",4.8,58,608,1598,Melissa Cohen,Darren Jones," $3,49,33,085.55 ",254.02%,Hit,Average
908,Current boy crime,Drama,2000,21-12-2000,USA," $19,06,738.65 "," $47,15,244.94 "," $75,84,498.29 "," $12,96,371.15 "," $27,18,433.25 ",8.5,100,1422,1284,Adam Brown,Steven Green," $56,77,759.64 ",297.77%,Hit,Excellent Performance
909,Positive project,Action,1986,14-09-1986,USA," $48,17,611.50 "," $77,90,863.29 "," $1,33,93,959.99 "," $11,74,411.72 "," $45,39,066.22 ",6.2,52,692,768,Susan Farley,Julie Hoffman," $85,76,348.49 ",178.02%,Hit,Good Performance
910,Industry house note,Comedy,1958,13-03-1958,UK," $1,10,352.51 "," $1,69,277.68 "," $2,76,515.12 "," $24,609.79 "," $72,459.96 ",6.2,36,776,5322,Sophia Gomez,Russell Martin," $1,66,162.61 ",150.57%,Hit,Good Performance
911,Though firm almost,Drama,1976,15-03-1976,Australia," $1,01,48,993.47 "," $1,30,07,089.81 "," $3,16,13,689.92 "," $19,10,809.28 "," $57,64,321.82 ",6.8,66,4635,2375,Amber Anderson,Thomas Sims," $2,14,64,696.45 ",211.50%,Hit,Good Performance
912,Population section,Action,2002,20-09-2002,USA," $68,72,927.49 "," $1,51,65,983.30 "," $2,70,29,512.28 "," $21,26,723.23 "," $85,78,880.12 ",6.6,68,2688,1029,Janice Taylor,Alyssa Wolfe," $2,01,56,584.79 ",293.28%,Hit,Good Performance
913,Majority realize,Horror,2013,20-09-2013,USA," $54,90,832.62 "," $54,38,810.14 "," $1,01,24,184.27 "," $12,69,991.61 "," $25,60,308.83 ",6.9,59,2192,1915,Jessica Rodriguez,Brian Mccormick," $46,33,351.65 ",84.38%,flop,Good Performance
914,Choice four line,Romance,2015,05-06-2015,USA," $1,80,43,403.19 "," $5,56,17,622.58 "," $8,28,42,022.24 "," $57,11,160.53 "," $2,43,21,914.16 ",5.9,51,3354,219,Sean Howard,Amanda Lawson," $6,47,98,619.05 ",359.13%,Hit,Average
915,Customer year,Sci-Fi,1976,06-05-1976,South Korea," $92,66,522.75 "," $1,78,31,644.45 "," $3,03,14,488.93 "," $22,36,592.12 "," $1,02,49,660.43 ",5.6,48,1945,147,Brenda Smith,Trevor Lee," $2,10,47,966.18 ",227.14%,Hit,Average
916,Itself role,Horror,2009,22-03-2009,China," $22,31,881.63 "," $45,54,087.33 "," $68,77,162.71 "," $7,88,501.96 "," $24,70,960.89 ",6.4,42,1346,3937,Mark Moody,Tyler Cooper," $46,45,281.08 ",208.13%,Hit,Good Performance
917,Choice like lot,Romance,2019,26-05-2019,USA," $7,70,937.59 "," $12,65,380.73 "," $26,47,016.93 "," $1,48,290.15 "," $6,11,888.89 ",10,100,6860,294,Kristina Moore,Mark Morris," $18,76,079.34 ",243.35%,Hit,Excellent Performance
918,Not himself rule,Romance,2008,17-09-2008,China," $9,98,816.36 "," $29,32,489.50 "," $48,19,370.53 "," $8,49,923.39 "," $16,50,928.15 ",3.4,40,1906,124,Jennifer Atkinson,William Brooks," $38,20,554.17 ",382.51%,Hit,Average
919,Either teach letter,Comedy,2012,03-04-2012,Australia," $52,19,178.34 "," $1,00,07,915.04 "," $1,75,24,922.56 "," $14,16,815.76 "," $48,55,078.14 ",8.5,76,4741,70,James Wright,Richard Davis," $1,23,05,744.22 ",235.78%,Hit,Excellent Performance
920,Director,Action,2007,13-08-2007,USA," $58,46,430.23 "," $98,51,534.26 "," $2,39,30,976.68 "," $16,22,459.62 "," $39,64,437.11 ",4.6,57,3387,2187,William Banks,Joy Huber," $1,80,84,546.45 ",309.33%,Hit,Average
921,Hope experience,Action,1976,25-09-1976,USA," $38,11,962.14 "," $37,93,412.71 "," $75,88,793.21 "," $8,98,353.20 "," $15,43,157.83 ",8,82,414,5189,Colleen Willis,Jennifer Leach," $37,76,831.07 ",99.08%,flop,Excellent Performance
922,War address tough,Horror,2014,20-09-2014,USA," $50,88,830.37 "," $99,60,647.09 "," $1,81,56,251.48 "," $29,51,982.74 "," $55,15,481.37 ",7.2,85,1664,94,Jonathan Evans,Casey Collins," $1,30,67,421.11 ",256.79%,Hit,Good Performance
923,Anyone black father,Thriller,1989,10-10-1989,USA," $7,82,848.34 "," $9,84,935.00 "," $15,95,920.02 "," $1,79,824.63 "," $5,67,837.46 ",7.2,75,161,714,Benjamin Hudson,Dawn Blake," $8,13,071.68 ",103.86%,Hit,Good Performance
924,Force budget expert,Comedy,1980,06-06-1980,Canada," $14,61,781.61 "," $6,33,126.15 "," $14,61,781.61 "," $1,68,750.87 "," $3,29,651.99 ",7.1,84,128067,127,Anthony Henry,Sydney Jordan, $-   ,0.00%,Break_even,Good Performance
925,Finally more design,Drama,2018,03-07-2018,USA," $2,47,88,223.73 "," $3,29,35,769.83 "," $7,86,32,611.03 "," $71,81,768.29 "," $1,75,11,047.78 ",6.8,64,7049,246,Eric Ramirez,Jimmy Smith," $5,38,44,387.30 ",217.22%,Hit,Good Performance
926,Store send maybe,Action,2007,26-12-2007,USA," $7,34,770.77 "," $4,18,605.70 "," $7,34,770.77 "," $92,034.38 "," $2,46,070.46 ",4.2,46,28819,355,Robin Hooper,Amanda Lawson, $-   ,0.00%,Break_even,Average
927,Form,Action,2006,04-02-2006,UK," $57,87,188.16 "," $57,88,704.20 "," $1,29,11,273.85 "," $7,72,205.12 "," $26,82,986.35 ",3,46,1182,53,Melissa Hernandez,Shannon Hunt," $71,24,085.69 ",123.10%,Hit,Average
928,Lot significant gun,Drama,1979,27-11-1979,USA," $12,30,376.86 "," $16,81,284.06 "," $32,44,499.88 "," $3,09,343.82 "," $8,73,637.76 ",4.3,22,7590,57,Thomas Peterson,Victoria Phillips," $20,14,123.02 ",163.70%,Hit,Average
929,Situation eye remember,Action,1990,16-09-1990,USA," $23,60,810.19 "," $16,08,304.19 "," $23,60,810.19 "," $3,23,732.96 "," $9,31,429.27 ",7.5,80,18785,161,Judy Walker,Dalton Johnson, $-   ,0.00%,Break_even,Good Performance
930,Thousand hear always,Action,1976,18-12-1976,USA," $2,18,81,346.75 "," $93,79,089.42 "," $2,18,81,346.75 "," $20,76,367.63 "," $39,91,499.61 ",8.1,75,1510,1523,Darrell Carlson,Shawn Washington, $-   ,0.00%,Break_even,Excellent Performance
931,Size interesting,Drama,1974,04-01-1974,USA," $58,13,385.45 "," $1,24,53,858.27 "," $2,01,20,758.08 "," $15,19,342.41 "," $66,43,525.10 ",7.5,68,2627,21830,Donna Hall,Joy Huber," $1,43,07,372.63 ",246.11%,Hit,Good Performance
932,Energy significant,Comedy,1977,03-01-1977,USA," $69,03,906.52 "," $94,47,162.10 "," $1,90,85,334.39 "," $16,34,025.46 "," $49,61,072.29 ",6.6,59,3560,1690,Ryan Tate,Jeanette Archer," $1,21,81,427.87 ",176.44%,Hit,Good Performance
933,Build high,Comedy,1980,10-12-1980,USA," $8,28,49,248.07 "," $10,15,50,144.80 "," $19,42,05,757.90 "," $2,79,81,229.64 "," $4,06,82,828.06 ",7.7,55,2760,426,Caitlin Brewer,Christopher Green," $11,13,56,509.83 ",134.41%,Hit,Good Performance
